"序号","代码","名称","涨跌幅","最新价","成交额","流通市值","总市值","换手率","封板资金","首次封板时间","最后封板时间","炸板次数","涨停统计","连板数","所属行业","交易日期","数据类型","动态市盈率","封单资金","板上成交额","连续跌停","开板次数","涨停价","涨速","振幅"
"1986","603359","东珠生态","-9.942638397216797","4.71","71602191","2101112160.0","2101112160.0","3.3791871070861816","","","100612","","","","环保行业","2025-04-07","跌停","120.36968994140625","25807616.0","123814584.0","1.0","5.0","","",""
"1987","002468","申通快递","-10.0","10.8","242882358","16114093095.6","16532663328.000002","1.4724482297897339","","","132948","","","","物流行业","2025-04-07","跌停","19.004098892211914","25826040.0","39630600.0","1.0","3.0","","",""
"1988","000839","中信国安","-10.0","2.52","130290478","9877962407.04","9877962407.04","1.292228102684021","","","130957","","","","综合行业","2025-04-07","跌停","49.4395637512207","25851924.0","18548742.0","1.0","0.0","","",""
"1989","000779","甘咨询","-10.032715797424316","8.25","134895604","3834508425.0","3834843012.0","3.4840762615203857","","","112942","","","","工程咨询","2025-04-07","跌停","15.949711799621582","26108775.0","30077850.0","1.0","2.0","","",""
"1990","301018","申菱环境","-20.005306243896484","30.15","242864440","6001691079.599999","8021484804.599999","3.825258255004883","","","133639","","","","专用设备","2025-04-07","跌停","42.10975646972656","26129497.0","19648755.0","1.0","0.0","","",""
"1991","603344","星德胜","-10.0","22.5","60398003","1215697050.0","4376947050.0","4.941424369812012","","","100855","","","","电机","2025-04-07","跌停","23.735639572143555","26197312.0","31281750.0","1.0","10.0","","",""
"1992","002531","天顺风能","-9.93197250366211","6.62","193321381","11829053740.880001","11895336702.72","1.6041439771652222","","","132927","","","","风电设备","2025-04-07","跌停","30.591720581054688","26197855.0","34815678.0","1.0","1.0","","",""
"1993","600868","梅雁吉祥","-10.0","2.79","207956379","5295834814.41","5295834794.88","3.8477444648742676","","","131701","","","","电力行业","2025-04-07","跌停","341.6324157714844","26255417.0","27194032.0","1.0","1.0","","",""
"1994","000886","海南高速","-10.016155242919922","5.57","172917447","5446551521.860001","5507773653.280001","3.139843463897705","","","105645","","","","房地产开","2025-04-07","跌停","103.30475616455078","26279365.0","87789884.0","1.0","8.0","","",""
"1995","002640","跨境通","-10.1010103225708","2.67","377249488","3730457252.67","4159970345.7599998","9.737813949584961","","","133942","","","","贸易行业","2025-04-07","跌停","-8.688197135925293","26292291.0","27380316.0","1.0","0.0","","",""
"1996","605168","三人行","-10.010391235351562","25.98","76677722","5477025296.28","5477025296.28","1.385660171508789","","","110148","","","","文化传媒","2025-04-07","跌停","22.61246109008789","26361178.0","18353771.0","1.0","7.0","","",""
"1997","300245","天玑科技","-20.02321434020996","13.78","383228128","4289390555.8399997","4319444184.639999","8.443794250488281","","","134506","","","","互联网服","2025-04-07","跌停","-224.8453826904297","26396389.0","21824764.0","1.0","0.0","","",""
"1998","002935","天奥电子","-10.020732879638672","13.02","130216567","5404483296.66","5553322481.28","2.3710262775421143","","","111209","","","","通信设备","2025-04-07","跌停","86.50403594970703","26456366.0","14854361.0","1.0","0.0","","",""
"1999","001269","欧晶科技","-10.0","22.23","40049789","1865112938.91","4277213389.8","2.130141496658325","","","093724","","","","光伏设备","2025-04-07","跌停","-14.355053901672363","26470016.0","15543215.0","1.0","2.0","","",""
"2000","300583","赛托生物","-19.98385238647461","19.82","93205008","3689471713.32","3759896137.32","2.3941798210144043","","","112954","","","","化学制药","2025-04-07","跌停","191.63182067871094","26513134.0","9886216.0","1.0","0.0","","",""
"2001","600545","卓郎智能","-10.087719917297363","2.05","46934109","3665220055.1","3665220059.2","1.262170433998108","","","094835","","","","专用设备","2025-04-07","跌停","-23.135704040527344","26552926.0","22619085.0","1.0","5.0","","",""
"2002","600818","中路股份","-10.02548885345459","10.59","67092155","2519974266.9","3404133303.36","2.626178741455078","","","105928","","","","交运设备","2025-04-07","跌停","887.500732421875","26619024.0","8834178.0","1.0","0.0","","",""
"2003","003005","竞业达","-9.996914863586426","29.17","40601363","2153360961.94","4821148671.29","1.8752095699310303","","","100033","","","","互联网服","2025-04-07","跌停","148.56153869628906","26681799.0","17242387.0","1.0","3.0","","",""
"2004","300827","上能电气","-19.987468719482422","25.54","579475728","6642829671.28","9183040625.279999","8.277571678161621","","","140000","","","","光伏设备","2025-04-07","跌停","22.81535530090332","26780299.0","83569047.0","1.0","9.0","","",""
"2005","601616","广电电气","-9.909910202026367","4.0","87799713","3414701276.0","3414701248.0","2.5576937198638916","","","102824","","","","电网设备","2025-04-07","跌停","45.69553756713867","26800104.0","43898436.0","1.0","7.0","","",""
"2006","002756","永兴材料","-10.009099960327148","29.67","315550480","11532553294.26","15995142573.12","2.6909031867980957","","","133521","","","","钢铁行业","2025-04-07","跌停","15.328805923461914","26859242.0","17445602.0","1.0","1.0","","",""
"2007","603037","凯众股份","-10.012516021728516","14.38","96769377","2738510432.92","2753508772.92","3.507221221923828","","","102729","","","","汽车零部","2025-04-07","跌停","33.61542892456055","26865291.0","28037670.0","1.0","7.0","","",""
"2008","603800","洪田股份","-9.996875762939453","28.81","86650368","5992480000.0","5992480000.0","1.4421154260635376","","","110646","","","","专用设备","2025-04-07","跌停","52.78554916381836","26885492.0","213945941.0","1.0","6.0","","",""
"2009","600219","南山铝业","-10.0","3.33","583538304","38673523923.840004","38673524136.96","1.485829472541809","","","130026","","","","有色金属","2025-04-07","跌停","8.0070161819458","26901521.0","108741150.0","1.0","3.0","","",""
"2010","603612","索通发展","-10.017472267150879","15.45","219486072","7695713891.549999","7695713968.799999","2.816650152206421","","","105549","","","","非金属材","2025-04-07","跌停","26.645729064941406","26991150.0","56957970.0","1.0","10.0","","",""
"2011","301489","思泉新材","-20.006027221679688","53.1","215762205","1805418107.1000001","3062878835.4","11.291945457458496","","","130000","","","","消费电子","2025-04-07","跌停","55.06779479980469","27001350.0","21255930.0","1.0","0.0","","",""
"2012","000856","冀东装备","-9.981343269348145","9.65","60996748","2190550000.0","2190550000.0","2.7451982498168945","","","100600","","","","专用设备","2025-04-07","跌停","100.21315002441406","27109754.0","15261475.0","1.0","4.0","","",""
"2013","603956","威派格","-9.955423355102539","6.06","114588928","3453632093.16","3453632105.2799997","3.3007724285125732","","","130008","","","","专用设备","2025-04-07","跌停","-16.591339111328125","27252813.0","35728496.0","1.0","11.0","","",""
"2014","605228","神通科技","-10.0","9.81","71437084","4182098539.59","4211557940.1600003","1.6998203992843628","","","094724","","","","汽车零部","2025-04-07","跌停","190.76637268066406","27291841.0","448720191.0","1.0","3.0","","",""
"2015","001256","炜冈科技","-10.0","25.56","32528846","1046500012.8","3645176982.48","3.0861995220184326","","","102454","","","","专用设备","2025-04-07","跌停","34.11089324951172","27326247.0","20166840.0","1.0","2.0","","",""
"2016","603131","上海沪工","-10.017171859741211","15.72","114145157","4998819416.04","4998819400.320001","2.2607240676879883","","","112006","","","","通用设备","2025-04-07","跌停","79.77726745605469","27331735.0","60830102.0","1.0","8.0","","",""
"2017","600370","三房巷","-10.050251007080078","1.79","64085866","6974953584.06","6974953580.4800005","0.9127984642982483","","","105457","","","","化学制品","2025-04-07","跌停","-17.05187225341797","27427833.0","38835390.0","1.0","4.0","","",""
"2018","603127","昭衍新药","-10.0","17.82","147038690","11235191520.960001","13355685984.960001","1.297079086303711","","","102520","","","","医疗服务","2025-04-07","跌停","180.29856872558594","27595285.0","74937659.0","1.0","7.0","","",""
"2019","300766","每日互动","-20.00504493713379","31.71","1983354848","11278392034.98","12435797965.92","16.464080810546875","","","144554","","","","互联网服","2025-04-07","跌停","-192.0431365966797","27609897.0","152401431.0","1.0","2.0","","",""
"2020","002777","久远银海","-10.0","16.11","142172374","6516680120.01","6576602054.4","2.154198408126831","","","110412","","","","互联网服","2025-04-07","跌停","89.76918029785156","27612217.0","39535551.0","1.0","9.0","","",""
"2021","002373","千方科技","-10.0","8.28","199851801","11406479363.279999","13083958362.24","1.7271257638931274","","","110915","","","","互联网服","2025-04-07","跌停","622.7102661132812","27620424.0","32608296.0","1.0","4.0","","",""
"2022","600609","金杯汽车","-10.06944465637207","5.18","46640434","6757613330.44","6757613340.799999","0.6875812411308289","","","093708","","","","汽车零部","2025-04-07","跌停","17.69584846496582","27656548.0","266142702.0","1.0","1.0","","",""
"2023","300984","金沃股份","-20.00301742553711","53.03","139341175","3048450655.94","4679844576.06","4.3731489181518555","","","133012","","","","通用设备","2025-04-07","跌停","164.3213653564453","27676303.0","33191477.0","1.0","1.0","","",""
"2024","002878","元隆雅图","-9.986226081848145","13.07","61500692","3053469627.14","3411246826.89","1.9960252046585083","","","102824","","","","文化传媒","2025-04-07","跌停","115.41075897216797","27682848.0","28870323.0","1.0","6.0","","",""
"2025","603398","沐邦高科","-10.03184700012207","11.3","58495772","4900149221.200001","4900149176.0","1.1821515560150146","","","093857","","","","光伏设备","2025-04-07","跌停","-12.490326881408691","27685203.0","21672270.0","1.0","1.0","","",""
"2026","603290","斯达半导","-9.998869895935059","79.66","303106816","19076456301.559998","19076456301.559998","1.5565398931503296","","","133917","","","","半导体","2025-04-07","跌停","33.798038482666016","27688222.0","29287795.0","1.0","0.0","","",""
"2027","002529","海源复材","-9.98509693145752","6.04","32680650","1570400000.0","1570400000.0","2.07417893409729","","","093627","","","","专用设备","2025-04-07","跌停","-28.064390182495117","27815408.0","17647460.0","1.0","1.0","","",""
"2028","603527","众源新材","-9.979423522949219","8.75","51319889","2773498000.0","2773498000.0","1.8345199823379517","","","094611","","","","有色金属","2025-04-07","跌停","22.691303253173828","27868750.0","38382750.0","1.0","1.0","","",""
"2029","605358","立昂微","-10.008517265319824","21.13","178056031","14185962058.64","14185962227.679998","1.23430597782135","","","130850","","","","半导体","2025-04-07","跌停","-195.7873077392578","27873026.0","21540006.0","1.0","1.0","","",""
"2030","600326","西藏天路","-9.939759254455566","5.98","302792672","7908504253.000001","7913592623.040001","3.7291369438171387","","","133808","","","","水泥建材","2025-04-07","跌停","-89.9686050415039","27877528.0","26706679.0","1.0","0.0","","",""
"2031","002682","龙洲股份","-9.88505744934082","3.92","154114725","2204451960.48","2204484880.64","6.891268253326416","","","130624","","","","物流行业","2025-04-07","跌停","-22.89861297607422","27918553.0","19064919.0","1.0","0.0","","",""
"2032","002407","多氟多","-9.958159446716309","10.76","239969018","11626726887.76","12809054517.76","2.018547534942627","","","134412","","","","化学制品","2025-04-07","跌停","384.83782958984375","27920144.0","27097561.0","1.0","1.0","","",""
"2033","002519","银河电子","-10.0204496383667","4.4","154966749","4918696314.400001","4956295942.400001","3.108806610107422","","","130212","","","","通信设备","2025-04-07","跌停","26.18708038330078","27927240.0","30096880.0","1.0","2.0","","",""
"2034","600301","华锡有色","-10.01378059387207","19.59","290056592","5393825990.79","12391996776.48","5.359217166900635","","","112613","","","","小金属","2025-04-07","跌停","17.198837280273438","28025454.0","993532316.0","1.0","13.0","","",""
"2035","002097","山河智能","-10.013350486755371","6.74","104735355","7229726809.360001","7242920359.360001","1.4366344213485718","","","103133","","","","工程机械","2025-04-07","跌停","156.0133819580078","28166123.0","37802638.0","1.0","18.0","","",""
"2036","002786","银宝山新","-10.011122703552246","8.09","76338901","3997366080.0","4009501080.0","1.8930360078811646","","","105615","","","","专用设备","2025-04-07","跌停","-23.448116302490234","28172616.0","23797543.0","1.0","8.0","","",""
"2037","002927","泰永长征","-10.0","12.78","98222032","2819812428.0","2852396060.4","3.458970785140991","","","105527","","","","电网设备","2025-04-07","跌停","39.83900451660156","28177344.0","45519804.0","1.0","15.0","","",""
"2038","002995","天地在线","-9.978541374206543","16.78","39702934","1886360750.24","2977686174.4","2.0846452713012695","","","102818","","","","文化传媒","2025-04-07","跌停","-72.04800415039062","28258828.0","19063956.0","1.0","7.0","","",""
"2039","605069","正和生态","-10.033822059631348","7.98","42071262","671606998.44","1689348268.44","6.22573709487915","","","094016","","","","环保行业","2025-04-07","跌停","318.3673095703125","28268727.0","14140560.0","1.0","0.0","","",""
"2040","603055","台华新材","-9.98217487335205","10.1","88341206","8943071593.3","8991955664.0","0.9809248447418213","","","102512","","","","纺织服装","2025-04-07","跌停","10.90185260772705","28300139.0","85479330.0","1.0","8.0","","",""
"2041","002787","华源控股","-10.0","7.92","74834324","2037112022.8799999","2704890608.64","3.654391050338745","","","111706","","","","包装材料","2025-04-07","跌停","38.23872375488281","28320351.0","30703463.0","1.0","8.0","","",""
"2042","600331","宏达股份","-9.943181991577148","6.34","219471282","12882880000.0","12882880000.0","1.673285961151123","","","112912","","","","有色金属","2025-04-07","跌停","356.7649841308594","28325985.0","28133192.0","1.0","4.0","","",""
"2043","605133","嵘泰股份","-10.0","28.53","69599728","5275725261.4800005","5306534808.4800005","1.3138494491577148","","","104948","","","","汽车零部","2025-04-07","跌停","31.497907638549805","28338849.0","84480183.0","1.0","11.0","","",""
"2044","002077","大港股份","-9.978918075561523","12.81","168896106","7434264451.530001","7434264438.72","2.2254557609558105","","","131548","","","","半导体","2025-04-07","跌停","140.485595703125","28361340.0","25757067.0","1.0","2.0","","",""
"2045","002268","电科网安","-9.987668991088867","14.6","191763622","12343276656.8","12346884316.8","1.5267903804779053","","","132748","","","","软件开发","2025-04-07","跌停","-43.429805755615234","28377582.0","30472974.0","1.0","2.0","","",""
"2046","002343","慈文传媒","-9.925926208496094","6.08","64298033","2887694090.88","2887694054.4","2.200864791870117","","","102948","","","","文化传媒","2025-04-07","跌停","189.83135986328125","28387155.0","30898560.0","1.0","10.0","","",""
"2047","600468","百利电气","-9.95850658416748","4.34","181150801","4720771293.139999","4720771323.5199995","3.8002350330352783","","","105724","","","","电网设备","2025-04-07","跌停","34.38677978515625","28401263.0","44970212.0","1.0","6.0","","",""
"2048","603992","松霖科技","-10.0","19.89","52690743","8448303018.87","8610486019.2","0.6208989024162292","","","110325","","","","装修建材","2025-04-07","跌停","19.288074493408203","28423526.0","25401519.0","1.0","9.0","","",""
"2049","603611","诺力股份","-9.988901138305664","16.22","113669979","4178284830.0199995","4178284830.0199995","2.7072510719299316","","","105617","","","","工程机械","2025-04-07","跌停","8.636746406555176","28493252.0","60741720.0","1.0","24.0","","",""
"2050","603106","恒银科技","-9.963985443115234","7.5","49588970","3903900000.0","3903900000.0","1.2647448778152466","","","105732","","","","计算机设","2025-04-07","跌停","-81.77674102783203","28553715.0","34639926.0","1.0","17.0","","",""
"2051","002153","石基信息","-10.012836456298828","7.01","129945467","11214344266.039999","19131648818.399998","1.1459753513336182","","","104712","","","","软件开发","2025-04-07","跌停","903.3822021484375","28606295.0","131210027.0","1.0","10.0","","",""
"2052","600654","中安科","-10.0","2.88","109779036","6623335399.679999","8288062433.28","1.6393818855285645","","","111951","","","","软件开发","2025-04-07","跌停","581.5123291015625","28713312.0","37487928.0","1.0","3.0","","",""
"2053","002396","星网锐捷","-9.989959716796875","17.93","242496397","10458215384.539999","10553766972.32","2.2894654273986816","","","111045","","","","通信设备","2025-04-07","跌停","26.08309555053711","28750755.0","22830269.0","1.0","1.0","","",""
"2054","002048","宁波华翔","-9.97977066040039","13.35","254720626","9475848463.05","10864672152.0","2.6580421924591064","","","104803","","","","汽车零部","2025-04-07","跌停","11.368539810180664","28838670.0","96975735.0","1.0","20.0","","",""
"2055","600428","中远海特","-9.954058647155762","5.88","259607072","12622306533.48","16134251952.0","2.0349197387695312","","","130041","","","","航运港口","2025-04-07","跌停","10.541213989257812","28884912.0","1176672672.0","1.0","1.0","","",""
"2056","002660","茂硕电源","-10.041407585144043","8.69","47207007","2234068119.91","3099080079.04","2.092149019241333","","","094339","","","","消费电子","2025-04-07","跌停","45.92343521118164","28917713.0","23837539.0","1.0","1.0","","",""
"2057","002222","福晶科技","-10.002890586853027","31.13","516670096","14573562887.949999","14638882500.0","3.4705655574798584","","","133939","","","","光学光电","2025-04-07","跌停","66.90801239013672","28943024.0","42404661.0","1.0","0.0","","",""
"2058","603153","上海建科","-9.988962173461914","16.31","72726192","2201850000.0","6684834606.24","3.25766658782959","","","100939","","","","工程咨询","2025-04-07","跌停","19.368165969848633","29020383.0","30259943.0","1.0","3.0","","",""
"2059","300328","宜安科技","-19.981998443603516","8.89","659311120","6101811297.75","6137865804.0","10.304630279541016","","","133406","","","","小金属","2025-04-07","跌停","1876.9246826171875","29046030.0","252836934.0","1.0","1.0","","",""
"2060","002797","第一创业","-10.026738166809082","6.73","846413504","28282126762.5","28282152000.0","2.939347743988037","","","144039","","","","证券","2025-04-07","跌停","33.08604049682617","29056909.0","155157996.0","1.0","1.0","","",""
"2061","002497","雅化集团","-9.958159446716309","10.76","247140961","11335917583.64","12401572801.28","2.139624834060669","","","112424","","","","化学制品","2025-04-07","跌停","60.157779693603516","29086432.0","52956416.0","1.0","0.0","","",""
"2062","002176","江特电机","-10.053619384765625","6.71","257888463","11447388268.36","11449444668.64","2.218421459197998","","","130948","","","","电机","2025-04-07","跌停","-104.42687225341797","29156560.0","36045194.0","1.0","0.0","","",""
"2063","002055","得润电子","-10.035842895507812","5.02","95773596","2968610905.08","3034539880.3199997","3.202516794204712","","","105912","","","","消费电子","2025-04-07","跌停","-18.097442626953125","29171631.0","35370920.0","1.0","1.0","","",""
"2064","603219","富佳股份","-10.0","14.22","33618113","7983108000.0","7983108000.0","0.41886356472969055","","","093753","","","","家电行业","2025-04-07","跌停","41.3135986328125","29216696.0","239328288.0","1.0","0.0","","",""
"2065","603738","泰晶科技","-10.019518852233887","13.83","136588020","5384333936.76","5384333881.44","2.5134918689727783","","","100558","","","","电子元件","2025-04-07","跌停","47.83539962768555","29226579.0","52636314.0","1.0","4.0","","",""
"2066","603966","法兰泰克","-9.977827072143555","8.12","33269858","2912623472.64","2924072672.64","1.1370584964752197","","","093917","","","","专用设备","2025-04-07","跌停","17.814502716064453","29245259.0","112373789.0","1.0","0.0","","",""
"2067","002885","京泉华","-10.007412910461426","12.14","87228797","2822392495.6400003","3300947580.8","3.0691261291503906","","","102503","","","","消费电子","2025-04-07","跌停","58.471961975097656","29254534.0","89799788.0","1.0","2.0","","",""
"2068","600156","华升股份","-10.054844856262207","4.92","54019475","1978384653.84","1978384663.68","2.7006492614746094","","","101554","","","","纺织服装","2025-04-07","跌停","-67.93983459472656","29386176.0","26678700.0","1.0","10.0","","",""
"2069","002724","海洋王","-10.049423217773438","5.46","133351620","3121840263.36","4212379080.0","4.23565149307251","","","110421","","","","电子元件","2025-04-07","跌停","60.44440841674805","29395548.0","48235824.0","1.0","9.0","","",""
"2070","002782","可立克","-9.992372512817383","11.8","71718692","5794130105.0","5815151014.400001","1.2323940992355347","","","104818","","","","电子元件","2025-04-07","跌停","28.6304874420166","29460411.0","41987350.0","1.0","7.0","","",""
"2071","601208","东材科技","-9.967496871948242","8.31","102995783","7452280217.13","7452280225.440001","1.3758264780044556","","","094621","","","","塑料制品","2025-04-07","跌停","23.664243698120117","29477148.0","59706519.0","1.0","2.0","","",""
"2072","000762","西藏矿业","-10.0","18.27","249914534","9515027290.86","9521851610.88","2.5808916091918945","","","130103","","","","能源金属","2025-04-07","跌停","85.21146392822266","29487231.0","48570795.0","1.0","6.0","","",""
"2073","603121","华培动力","-10.00487995147705","18.44","215084774","6242561704.6","6242561649.280001","3.3723690509796143","","","133838","","","","汽车零部","2025-04-07","跌停","65.71759033203125","29518014.0","23346884.0","1.0","1.0","","",""
"2074","000065","北方国际","-10.009354591369629","9.62","198873201","9363947692.32","10291542647.359999","2.083221673965454","","","110039","","","","工程建设","2025-04-07","跌停","9.806021690368652","29584876.0","24191413.0","1.0","0.0","","",""
"2075","002522","浙江众成","-9.957627296447754","4.25","86737177","3693002084.75","3849562416.0","2.3280274868011475","","","103136","","","","塑料制品","2025-04-07","跌停","64.75131225585938","29593740.0","174907050.0","1.0","10.0","","",""
"2076","002882","金龙羽","-10.005684852600098","15.83","101080392","3906957184.5","6852807000.0","2.5787341594696045","","","105700","","","","电网设备","2025-04-07","跌停","48.901309967041016","29629011.0","49869249.0","1.0","5.0","","",""
"2077","002095","生 意 宝","-10.005784034729004","15.56","63217866","3916582937.4","3932323200.0","1.6009877920150757","","","102854","","","","互联网服","2025-04-07","跌停","-198.41831970214844","29862611.0","102072041.0","1.0","8.0","","",""
"2078","002250","联化科技","-10.05747127532959","6.26","153895902","5674903816.559999","5704945331.2","2.672872304916382","","","105348","","","","农药兽药","2025-04-07","跌停","131.63702392578125","29875850.0","240214980.0","1.0","9.0","","",""
"2079","000058","深 赛 格","-9.963985443115234","7.5","85540054","7385337030.0","9234005040.0","1.144274353981018","","","105245","","","","商业百货","2025-04-07","跌停","245.83847045898438","29898390.0","29017500.0","1.0","7.0","","",""
"2080","300793","佳禾智能","-20.0","13.8","289333984","5134506867.0","5251234070.400001","5.374691009521484","","","134148","","","","消费电子","2025-04-07","跌停","54.61482620239258","29927383.0","20302560.0","1.0","1.0","","",""
"2081","603660","苏州科达","-9.929078102111816","6.35","60911630","3380944609.7","3408207356.7999997","1.7839641571044922","","","093856","","","","计算机设","2025-04-07","跌停","-7.177267074584961","29955547.0","29224605.0","1.0","0.0","","",""
"2082","600735","新华锦","-10.017889022827148","5.03","52801961","2140022689.8100002","2156754466.7200003","2.453791379928589","","","105003","","","","纺织服装","2025-04-07","跌停","38.436100006103516","29958177.0","26594619.0","1.0","7.0","","",""
"2083","000712","锦龙股份","-10.015897750854492","11.32","212627787","10133120357.0","10142720000.0","2.0618464946746826","","","133936","","","","证券","2025-04-07","跌停","-79.27302551269531","29991208.0","32212192.0","1.0","5.0","","",""
"2084","002067","景兴纸业","-10.0","3.42","166060411","3830222399.4","4299617378.88","4.258108139038086","","","130436","","","","造纸印刷","2025-04-07","跌停","64.4530029296875","30020171.0","23932168.0","1.0","2.0","","",""
"2085","001283","豪鹏科技","-9.99813175201416","48.16","16978302","2786331523.3599997","3948933957.9199996","0.6077186465263367","","","093157","","","","电池","2025-04-07","跌停","38.19778060913086","30066288.0","23656192.0","1.0","0.0","","",""
"2086","002148","北纬科技","-10.058309555053711","6.17","71753679","2772289659.87","3461378193.7599998","2.5713658332824707","","","105157","","","","通信服务","2025-04-07","跌停","132.18528747558594","30199367.0","34603086.0","1.0","8.0","","",""
"2087","002125","湘潭电化","-10.009354591369629","9.62","128095155","6055614079.059999","6055614069.44","2.0911331176757812","","","110336","","","","化学原料","2025-04-07","跌停","19.499988555908203","30214447.0","19028108.0","1.0","1.0","","",""
"2088","600759","洲际油气","-9.956709861755371","2.08","388979632","8618866422.4","8629939302.4","4.435130596160889","","","133654","","","","石油行业","2025-04-07","跌停","41.59838104248047","30330560.0","43753008.0","1.0","0.0","","",""
"2089","300809","华辰装备","-19.99557113647461","36.13","736264768","5098409221.52","9160371296.0","13.512933731079102","","","134051","","","","通用设备","2025-04-07","跌停","118.33332824707031","30387822.0","66229902.0","1.0","2.0","","",""
"2090","601311","骆驼股份","-9.951457023620605","7.42","162309356","8704744195.56","8704744151.039999","1.839608907699585","","","105625","","","","电池","2025-04-07","跌停","13.392664909362793","30428603.0","56974762.0","1.0","14.0","","",""
"2091","002102","能特科技","-10.0","2.52","102275428","5871219313.68","6634102849.92","1.7247856855392456","","","103342","","","","化学制药","2025-04-07","跌停","41.38095474243164","30443774.0","52587108.0","1.0","9.0","","",""
"2092","600679","上海凤凰","-9.98389720916748","11.18","87368007","3842501793.2599998","5760989782.08","2.258140802383423","","","105739","","","","交运设备","2025-04-07","跌停","86.1317367553711","30475562.0","30461028.0","1.0","5.0","","",""
"2093","002483","润邦股份","-9.925926208496094","6.08","124486997","5382324857.92","5389727969.28","2.299517869949341","","","105930","","","","专用设备","2025-04-07","跌停","15.86217975616455","30498009.0","63594973.0","1.0","11.0","","",""
"2094","600595","中孚实业","-9.974424362182617","3.52","106904102","14107826001.28","14113193994.24","0.7535008788108826","","","093933","","","","有色金属","2025-04-07","跌停","14.554095268249512","30676800.0","30999936.0","1.0","3.0","","",""
"2095","603610","麒盛科技","-9.964726448059082","10.21","23528072","3660175252.7100005","3660175222.0800004","0.6418881416320801","","","093425","","","","装修建材","2025-04-07","跌停","18.16355323791504","30679212.0","136914094.0","1.0","2.0","","",""
"2096","600884","杉杉股份","-10.0","6.3","313217776","11070589899.6","14196395908.8","2.778029680252075","","","133056","","","","电子元件","2025-04-07","跌停","458.6807556152344","30717521.0","32334863.0","1.0","0.0","","",""
"2097","603908","牧高笛","-10.0","24.93","42415319","2327614380.0","2327614380.0","1.8111518621444702","","","094003","","","","纺织服装","2025-04-07","跌停","18.887836456298828","30776359.0","18729408.0","1.0","3.0","","",""
"2098","002693","双成药业","-10.0","7.65","56813711","3147073034.4","3172376541.6000004","1.7867330312728882","","","093712","","","","生物制品","2025-04-07","跌停","-62.881282806396484","30839643.0","23811390.0","1.0","0.0","","",""
"2099","600490","鹏欣资源","-9.97304630279541","3.34","170449578","6655355429.24","7391042820.48","2.540848970413208","","","103457","","","","有色金属","2025-04-07","跌停","-47.362369537353516","30884980.0","390423308.0","1.0","6.0","","",""
"2100","301000","肇民科技","-20.009483337402344","33.74","533647280","7711325923.0","8170459843.000001","6.63352108001709","","","134009","","","","塑料制品","2025-04-07","跌停","58.36016845703125","30950579.0","32764914.0","1.0","0.0","","",""
"2101","600808","马钢股份","-10.094637870788574","2.85","220682475","17008090880.1","22007998041.600002","1.2735481262207031","","","110745","","","","钢铁行业","2025-04-07","跌停","-4.723601341247559","30958096.0","36578610.0","1.0","1.0","","",""
"2102","600776","东方通信","-10.03649616241455","9.86","137230917","9426160631.039999","12384160631.039999","1.4368304014205933","","","111344","","","","通信设备","2025-04-07","跌停","89.62364959716797","31022202.0","30350066.0","1.0","2.0","","",""
"2103","600531","豫光金铅","-9.971909523010254","6.41","262578365","6988540447.2","6988540447.2","3.7346456050872803","","","110055","","","","有色金属","2025-04-07","跌停","9.458341598510742","31044469.0","112704777.0","1.0","13.0","","",""
"2104","601882","海天精工","-9.995306968688965","19.18","96072990","10011960000.0","10011960000.0","0.9495210647583008","","","103039","","","","通用设备","2025-04-07","跌停","19.14358901977539","31046915.0","21633122.0","1.0","6.0","","",""
"2105","300136","信维通信","-19.991270065307617","18.33","874055808","15114330083.579998","17735533171.199997","5.510392189025879","","","134333","","","","消费电子","2025-04-07","跌停","24.945035934448242","31051423.0","1177029385.0","1.0","0.0","","",""
"2106","002866","传艺科技","-10.0","14.22","54957553","2577609715.32","4117006480.32","2.114841938018799","","","101006","","","","消费电子","2025-04-07","跌停","66.99127197265625","31079232.0","27670698.0","1.0","7.0","","",""
"2107","600698","湖南天雁","-9.966776847839355","5.42","94264629","4500471368.82","5806012573.44","2.083807945251465","","","102924","","","","汽车零部","2025-04-07","跌停","3531.520263671875","31132853.0","593370754.0","1.0","9.0","","",""
"2108","300863","卡倍亿","-20.004281997680664","37.35","196336451","4837641209.55","5040425079.0","3.8236851692199707","","","134806","","","","汽车零部","2025-04-07","跌停","28.866247177124023","31195952.0","10880055.0","1.0","0.0","","",""
"2109","601595","上海电影","-10.0","28.35","179969188","12706470000.0","12706470000.0","1.3848340511322021","","","100223","","","","文化传媒","2025-04-07","跌停","88.72435760498047","31258710.0","59492475.0","1.0","1.0","","",""
"2110","000821","京山轻机","-10.0","11.07","133519733","6700208982.4800005","6895223858.88","1.977882981300354","","","105545","","","","光伏设备","2025-04-07","跌停","11.944478034973145","31263894.0","176102887.0","1.0","8.0","","",""
"2111","002903","宇环数控","-9.97624683380127","18.95","303576032","1972437791.6499999","2952504750.0","14.824695587158203","","","110912","","","","通用设备","2025-04-07","跌停","165.7965087890625","31285786.0","28851375.0","1.0","0.0","","",""
"2112","605118","力鼎光电","-10.01006031036377","17.89","35781117","7283305240.0","7347136760.0","0.48877960443496704","","","093825","","","","光学光电","2025-04-07","跌停","47.618247985839844","31388005.0","180617440.0","1.0","0.0","","",""
